Startdatum;Enddatum;Portfolioname;Währung;Kampagnen-Name;Anzeigengruppenname;Ausrichtung;Übereinstimmungstyp;Suchbegriff des Kunden;Impressionen;Klicks;Klickrate (CTR);Kosten pro Klick (CPC);Ausgaben;7 Tage, Umsatz gesamt (€);Gesamtumsatzkosten für Werbung (ACOS) ;Gesamtrendite von Werbeausgaben (Return on Advertising Spend, ROAS);7 Tage, Aufträge gesamt (#);7 Tage, Einheiten gesamt (#);7-Tage-Konversionsrate;7 Tage, Beworbene SKU-Einheiten (#);7-Tage, Andere SKU-Einheiten (#);7 Tage, Beworbene SKU-Umsätze (€);7-Tage, Andere SKU-Umsätze (€)
Apr 22, 2023;Mai 04, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group EXACT Match;diamant messerschärfer;EXACT;diamant-messerschärfer;22;3;13,6364%;€1,00;€3,00;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 15, 2023;Apr 15, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group EXACT Match;messerschärfer diamant;EXACT;messerschärfer diamant;9;1;11,1111%;€0,39;€0,39;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mai 21, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group EXACT Match;diamant schleifstein set;EXACT;diamant schleifstein set;122;6;4,9180%;€0,18;€1,09;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 03, 2023;Mai 23, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group EXACT Match;schleifstein messerscharf;EXACT;schleifstein messerschärfer;204;8;3,9216%;€0,51;€4,09;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 29, 2023;Apr 29, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group EXACT Match;schleifstein messerscharf;EXACT;schleifsteine für messerschärfer;60;1;1,6667%;€0,59;€0,59;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 08, 2023;Mai 20, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group EXACT Match;schleifstein messerschärfer;EXACT;schleifstein messerschärfer;44;3;6,8182%;€0,44;€1,33;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mrz 29, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group EXACT Match;schleifstein messerschärfer;EXACT;schleifsteine für messerschärfer;7;1;14,2857%;€0,48;€0,48;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mai 19, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group EXACT Match;lutopic diamant schleifstein;EXACT;lutopic diamant schleifstein;1114;28;2,5135%;€0,70;€19,55;€67,22;29,0836%;3,44;2;2;7,1429%;0;2;€0,00;€67,22
Mrz 30, 2023;Mrz 30, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;lutopic;PHRASE;lutopic diamant;0;0;;;€0,00;€21,00;0,0000%;;1;1;;0;1;€0,00;€21,00
Apr 17, 2023;Mai 28, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;lutopic;PHRASE;lutopic diamant schleifstein;18;7;38,8889%;€0,54;€3,77;€21,00;17,9524%;5,57;1;1;14,2857%;0;1;€0,00;€21,00
Mrz 31, 2023;Mrz 31, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;lutopic;PHRASE;lutopic diamond whetstone pro 600/1200;1;1;100,0000%;€0,17;€0,17;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schärfstein;PHRASE;diamant schärfstein;2;1;50,0000%;€0,72;€0,72;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 04, 2023;Apr 04, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schärfstein;PHRASE;diamant-schärfstein;6;1;16,6667%;€0,91;€0,91;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 03, 2023;Mai 03, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schärfstein;PHRASE;messer schärfstein mit hilfe;1;1;100,0000%;€0,93;€0,93;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 21, 2023;Mai 21, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schärfstein;PHRASE;schärfstein;24;1;4,1667%;€1,11;€1,11;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 22, 2023;Apr 22, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schärfstein;PHRASE;schärfstein diamant;3;1;33,3333%;€0,96;€0,96;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 23, 2023;Mai 23, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schärfstein;PHRASE;schärfstein für messer;14;1;7,1429%;€1,11;€1,11;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 21, 2023;Apr 21, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schärfstein;PHRASE;schärfsteine;4;1;25,0000%;€0,61;€0,61;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 05, 2023;Apr 05, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;japanischer schleifstein;1;1;100,0000%;€0,46;€0,46;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 03, 2023;Apr 03, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;keramik schleifstein;5;1;20,0000%;€0,40;€0,40;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;messer schleifstein;49;1;2,0408%;€0,38;€0,38;€33,61;1,1306%;88,45;1;1;100,0000%;1;0;€33,61;€0,00
Mai 19, 2023;Mai 19, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;messer schleifstein set;1;1;100,0000%;€0,47;€0,47;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 20, 2023;Mai 20, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;metall schleifstein;1;1;100,0000%;€0,47;€0,47;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 03, 2023;Mai 23, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein;469;8;1,7058%;€0,40;€3,16;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 23, 2023;Mai 23, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein 1000 6000;5;1;20,0000%;€0,47;€0,47;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 19, 2023;Apr 19, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein 12000;1;1;100,0000%;€0,42;€0,42;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 24, 2023;Apr 24, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein 8000;1;1;100,0000%;€0,25;€0,25;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 08, 2023;Apr 08, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein damastmesser;3;1;33,3333%;€0,41;€0,41;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 23, 2023;Mai 23, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein fein;1;1;100,0000%;€0,46;€0,46;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 17, 2023;Mai 20, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein für keramikmesser;5;2;40,0000%;€0,44;€0,87;€33,61;2,5885%;38,63;1;1;50,0000%;1;0;€33,61;€0,00
Apr 19, 2023;Apr 19, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein für scheren;16;1;6,2500%;€0,42;€0,42;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 10, 2023;Mai 19, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein messer;16;2;12,5000%;€0,44;€0,88;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 23, 2023;Mai 23, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein mit winkelführung 15 grad;1;1;100,0000%;€0,46;€0,46;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 20, 2023;Mai 20, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein nass;1;1;100,0000%;€0,47;€0,47;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 09, 2023;Mai 24, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein set;288;8;2,7778%;€0,39;€3,13;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 13, 2023;Mai 22, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein set fuer messer;453;6;1,3245%;€0,33;€1,97;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 23, 2023;Mai 23, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifstein set mit winkelhilfe;7;1;14,2857%;€0,46;€0,46;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 20, 2023;Mai 20, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifsteine set;2;1;50,0000%;€0,46;€0,46;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 24, 2023;Mai 24, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;schleifsteine+fuer+messer;12;1;8,3333%;€0,46;€0,46;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 23, 2023;Mai 23, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein;PHRASE;winkelführung für schleifstein;1;1;100,0000%;€0,46;€0,46;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 01, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschärfer;PHRASE;ruixin pro messerschärfer;5;1;20,0000%;€0,13;€0,13;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 09, 2023;Mai 09, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifen;PHRASE;messerschleifer diamantschleifer;1;1;100,0000%;€0,36;€0,36;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mrz 29, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifen;PHRASE;messerschleifer rollen;70;2;2,8571%;€0,17;€0,33;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 13, 2023;Apr 13, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifen;PHRASE;messerschleifer stein;2;1;50,0000%;€0,40;€0,40;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 22, 2023;Mai 22, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messer schärfen;PHRASE;karambit messer scharf;3;1;33,3333%;€0,29;€0,29;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 18, 2023;Apr 18, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messer schärfen;PHRASE;messer schärfen maschine;1;1;100,0000%;€0,29;€0,29;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 19, 2023;Apr 19, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifer;PHRASE;45 grad messerschleifer;3;1;33,3333%;€0,43;€0,43;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 11, 2023;Apr 11, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifer;PHRASE;manueller messerschleifer stein;1;1;100,0000%;€0,35;€0,35;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 19, 2023;Mai 19, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifer;PHRASE;messerschleifer horl;7;1;14,2857%;€0,43;€0,43;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 30, 2023;Apr 30, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifer;PHRASE;messerschleifer mit saugnapf;1;1;100,0000%;€0,41;€0,41;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 01, 2023;Mai 01, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifer;PHRASE;messerschleifer stab;1;1;100,0000%;€0,39;€0,39;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 12, 2023;Apr 12, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifer;PHRASE;roll messerschleifer;6;1;16,6667%;€0,39;€0,39;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 26, 2023;Apr 26, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;knife sharpener;PHRASE;electric knife sharpener;3;1;33,3333%;€0,17;€0,17;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 08, 2023;Apr 08, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;knife sharpener;PHRASE;knife sharpener assistant;1;1;100,0000%;€0,22;€0,22;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 18, 2023;Mai 18, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;knife sharpener;PHRASE;knife sharpener dalstrong;2;1;50,0000%;€0,14;€0,14;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 18, 2023;Mai 18, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;knife sharpener;PHRASE;knife sharpener winkel fester;2;1;50,0000%;€0,24;€0,24;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 24, 2023;Mai 24, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;knife sharpener;PHRASE;proedge knife sharpener;5;1;20,0000%;€0,23;€0,23;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 09, 2023;Mai 05, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;knife sharpener;PHRASE;tumbler knife sharpener;71;2;2,8169%;€0,22;€0,44;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 11, 2023;Mai 11, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messer schleifen;PHRASE;winkel zum messer schleifen;2;1;50,0000%;€0,24;€0,24;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 17, 2023;Mai 17, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerscharf profi;PHRASE;diamant messerschärfer profi;1;1;100,0000%;€0,35;€0,35;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 22, 2023;Jun 01, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerscharf profi;PHRASE;elektrische messerschärfer profi;15;2;13,3333%;€0,38;€0,75;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 26, 2023;Mai 26, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerscharf profi;PHRASE;festwinkel messerschärfer profi;4;1;25,0000%;€0,52;€0,52;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 18, 2023;Apr 18, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerscharf profi;PHRASE;messerschärfer profi damast;1;1;100,0000%;€0,54;€0,54;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Mai 26, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerscharf profi;PHRASE;messerschärfer profi elektrisch;667;6;0,8996%;€0,50;€3,01;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 14, 2023;Mai 14, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerscharf profi;PHRASE;messerschärfer profi global;1;1;100,0000%;€0,40;€0,40;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 30, 2023;Apr 30, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;diamantschleifstein;PHRASE;diamantschleifsteine;20;1;5,0000%;€0,47;€0,47;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 17, 2023;Apr 17, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein messer;PHRASE;schleifstein messer;16;1;6,2500%;€0,32;€0,32;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 29, 2023;Apr 29, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein messer;PHRASE;schleifstein messer wmf;2;1;50,0000%;€0,20;€0,20;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Mrz 31, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messer schleifgerät;PHRASE;messer schleifgerät;5;1;20,0000%;€0,38;€0,38;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 03, 2023;Mai 03, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messer schleifgerät;PHRASE;messer schleifgerät nass elektrisch;2;1;50,0000%;€0,30;€0,30;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 14, 2023;Apr 14, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messer schleifgerät;PHRASE;messer schleifgerät profi;3;1;33,3333%;€0,46;€0,46;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 10, 2023;Apr 10, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein diamant;PHRASE;damast schleifstein diamant;2;1;50,0000%;€0,30;€0,30;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mai 22, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein diamant;PHRASE;dtm schleifstein diamant;38;3;7,8947%;€0,76;€2,27;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mrz 30, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein diamant;PHRASE;schleifstein diamant messer;2;1;50,0000%;€0,51;€0,51;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mai 22, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;schleifstein diamant;PHRASE;schleifstein diamant set;56;7;12,5000%;€0,64;€4,49;€23,52;19,0901%;5,24;1;1;14,2857%;0;1;€0,00;€23,52
Mrz 29, 2023;Mrz 29, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;diamant schleifstein;PHRASE;diamant schleifstein 6000;4;1;25,0000%;€0,38;€0,38;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Apr 15, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifer profi;PHRASE;messerschleifer profi;420;3;0,7143%;€0,52;€1,55;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 08, 2023;Mai 10, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifer profi;PHRASE;messerschleifer profi elektrisch;49;2;4,0816%;€0,44;€0,88;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 27, 2023;Apr 27, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifer profi;PHRASE;messerschleifer profi gastronomie;2;1;50,0000%;€0,52;€0,52;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 26, 2023;Mai 26, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschleifer profi;PHRASE;messerschleifer profi stein;2;1;50,0000%;€0,47;€0,47;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 15, 2023;Mai 18, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschärfer diamant;PHRASE;messerschärfer diamant;248;7;2,8226%;€0,54;€3,76;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 17, 2023;Apr 17, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messerschärfer diamant;PHRASE;messerschärfer diamant schleifstein;8;1;12,5000%;€0,27;€0,27;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
